video_name,keypoint,visibility_group,frame,visibility,displacement
video (1).avi,right_hip,A,50,0.9944462776184082,0.029538073053766392
video (1).avi,nose,A,51,0.9980375170707703,0.005006345194571712
video (1).avi,left_shoulder,A,51,0.9997491836547852,0.01617035350048488
video (1).avi,right_shoulder,A,51,0.9965181350708008,0.028206019921719817
video (1).avi,left_hip,A,51,0.9989634156227112,0.02611935263839363
video (1).avi,right_hip,A,51,0.9945729970932007,0.035908110389490835
video (1).avi,nose,A,52,0.9980881214141846,0.02595837490497211
video (1).avi,left_shoulder,A,52,0.9997495412826538,0.03205335594890722
video (1).avi,right_shoulder,A,52,0.9966349601745605,0.027152089677722795
video (1).avi,left_hip,A,52,0.9989789724349976,0.045149005314444886
video (1).avi,right_hip,A,52,0.9947507381439209,0.02609740691534429
video (1).avi,nose,A,53,0.9979730844497681,0.0610640695028218
video (1).avi,left_shoulder,A,53,0.9997662305831909,0.067244582159252
video (1).avi,right_shoulder,A,53,0.9968315958976746,0.05561450094453738
video (1).avi,left_hip,A,53,0.9989852905273438,0.041114810312591905
video (1).avi,right_hip,A,53,0.9948897957801819,0.02293556149581768
video (1).avi,nose,A,54,0.9974502325057983,0.01067882578098362
video (1).avi,left_shoulder,A,54,0.9997760057449341,0.04502084396586926
video (1).avi,right_shoulder,A,54,0.9969888925552368,0.04916226553228412
video (1).avi,left_hip,A,54,0.9989697337150574,0.025663079123662075
video (1).avi,right_hip,A,54,0.9951791167259216,0.042714693838923116
video (1).avi,nose,A,55,0.9976067543029785,0.052671667377892396
video (1).avi,left_shoulder,A,55,0.9997850656509399,0.0496498767486322
video (1).avi,right_shoulder,A,55,0.9971500635147095,0.08611791306494375
video (1).avi,left_hip,A,55,0.9989734292030334,0.026472485489819324
video (1).avi,right_hip,A,55,0.9954720735549927,0.032536690651646646
video (1).avi,nose,A,56,0.9972019791603088,0.10144897996225724
video (1).avi,left_shoulder,A,56,0.9997842907905579,0.04375917047193088
video (1).avi,right_shoulder,A,56,0.9972456097602844,0.05531502338604847
video (1).avi,left_hip,A,56,0.9990207552909851,0.05290605738158567
video (1).avi,right_hip,A,56,0.9958387613296509,0.04304881263687922
video (1).avi,nose,A,57,0.9881656169891357,0.052997908499524904
video (1).avi,left_shoulder,A,57,0.9996212124824524,0.035678229589255095
video (1).avi,right_shoulder,A,57,0.9954565763473511,0.11824218330281928
video (1).avi,left_hip,A,57,0.9972755908966064,0.013338676836089166
video (1).avi,right_hip,A,57,0.9924660325050354,0.09211700069628966
video (1).avi,nose,A,58,0.9887877702713013,0.08329465191988912
video (1).avi,left_shoulder,A,58,0.9995996356010437,0.050000654243770405
video (1).avi,right_shoulder,A,58,0.9952423572540283,0.02088004140916254
video (1).avi,left_hip,A,58,0.9970496892929077,0.035144379245976486
video (1).avi,right_hip,A,58,0.9913250803947449,0.03147198329837144
video (1).avi,nose,A,59,0.9891738295555115,0.02325984678491309
video (1).avi,left_shoulder,A,59,0.9995907545089722,0.10740099379896137
video (1).avi,right_shoulder,A,59,0.9948999881744385,0.03824331612751652
video (1).avi,left_hip,A,59,0.9971152544021606,0.08225033696356819
video (1).avi,right_hip,A,59,0.9915701746940613,0.02331858298608273
video (1).avi,nose,A,60,0.9722089171409607,0.07465789671505955
video (1).avi,left_shoulder,A,60,0.9990295171737671,0.030763898647195673
video (1).avi,right_shoulder,A,60,0.9909722208976746,0.10178064725141234
video (1).avi,left_hip,A,60,0.995212197303772,0.03682566019271437
video (1).avi,right_hip,A,60,0.9879127740859985,0.041407299633413414
video (1).avi,nose,A,61,0.9529678821563721,0.09916959439822277
video (1).avi,left_shoulder,A,61,0.9984511137008667,0.07770934038425767
video (1).avi,right_shoulder,A,61,0.9897574186325073,0.10283593775208152
video (1).avi,left_hip,A,61,0.99262934923172,0.03362242228203627
video (1).avi,right_hip,A,61,0.9842283725738525,0.04091983635862718
video (1).avi,nose,A,62,0.9567156434059143,0.07759041659405738
video (1).avi,left_shoulder,A,62,0.9984526038169861,0.02815575795569274
video (1).avi,right_shoulder,A,62,0.990247368812561,0.029731054666178633
video (1).avi,left_hip,A,62,0.9915803670883179,0.04277393089419574
video (1).avi,right_hip,A,62,0.9830927848815918,0.03224847136779671
video (1).avi,nose,A,63,0.9517292976379395,0.041108072130425916
video (1).avi,left_shoulder,A,63,0.9984879493713379,0.013450392499983784
video (1).avi,right_shoulder,A,63,0.9904715418815613,0.03877521196010162
video (1).avi,left_hip,A,63,0.9921424388885498,0.06609506875147998
video (1).avi,right_hip,A,63,0.9838778972625732,0.08886491617958733
video (1).avi,nose,A,64,0.9510076642036438,0.02201170975501651
video (1).avi,left_shoulder,A,64,0.9985207915306091,0.02305363605636475
video (1).avi,right_shoulder,A,64,0.9909693598747253,0.029771327543147506
video (1).avi,left_hip,A,64,0.991789698600769,0.011346951238701284
video (1).avi,right_hip,A,64,0.9835716485977173,0.04680215558308595
video (1).avi,nose,A,65,0.9476919174194336,0.23102269467177408
video (1).avi,left_shoulder,A,65,0.9964333176612854,0.40551445654046075
video (1).avi,right_shoulder,A,65,0.98610919713974,0.08309708391219471
video (1).avi,left_hip,A,65,0.9786546230316162,0.24564027359478652
video (1).avi,right_hip,A,65,0.9431016445159912,0.14652934630100953
video (1).avi,nose,A,66,0.9517486691474915,0.08146120025110165
video (1).avi,left_shoulder,A,66,0.9964109659194946,0.19630360711102032
video (1).avi,right_shoulder,A,66,0.9870198965072632,0.16493529009336233
video (1).avi,left_hip,A,66,0.9798862934112549,0.12693641089069743
video (1).avi,right_hip,A,66,0.9475657343864441,0.047807176520420235
video (1).avi,nose,A,67,0.9555841684341431,0.20140078181176999
video (1).avi,left_shoulder,A,67,0.9964179396629333,0.11411668225596659
video (1).avi,right_shoulder,A,67,0.9877616763114929,0.1909089789691192
video (1).avi,left_hip,A,67,0.9814054369926453,0.02270243494559608
video (1).avi,right_hip,A,67,0.951978862285614,0.06691874389442622
video (1).avi,nose,A,68,0.9544371962547302,0.09037514675305766
video (1).avi,left_shoulder,A,68,0.9950660467147827,0.04751682604090157
video (1).avi,right_shoulder,A,68,0.98817378282547,0.16706336497760302
video (1).avi,left_hip,A,68,0.9822506308555603,0.06702034570212406
video (1).avi,right_hip,A,68,0.9562957286834717,0.14729183081070105
video (1).avi,nose,A,69,0.9474075436592102,0.017715650336839146
video (1).avi,left_shoulder,A,69,0.9923018217086792,0.1467379782856257
video (1).avi,right_shoulder,A,69,0.9873167872428894,0.06830578185823424
video (1).avi,left_hip,A,69,0.9807656407356262,0.06155130219206439
video (1).avi,right_hip,A,69,0.9587216973304749,0.04046449683377594
video (1).avi,nose,A,70,0.9441771507263184,0.02982627204782283
video (1).avi,left_shoulder,A,70,0.9910355806350708,0.009972576892079506
video (1).avi,right_shoulder,A,70,0.9880588054656982,0.04057115434486414
video (1).avi,left_hip,A,70,0.9810042381286621,0.08361320460243434
video (1).avi,right_hip,A,70,0.9622789025306702,0.08207940459048056
video (1).avi,nose,A,75,0.9547358155250549,0.02687199975602526
video (1).avi,left_shoulder,A,75,0.9926474094390869,0.016761271742133408
video (1).avi,right_shoulder,A,75,0.9889427423477173,0.021961514433050777
video (1).avi,left_hip,A,75,0.9845990538597107,0.03271800505237078
video (1).avi,right_hip,A,75,0.9694004058837891,0.02849056154533392
video (1).avi,nose,A,76,0.9592561721801758,0.041653058463972326
video (1).avi,left_shoulder,A,76,0.9933696985244751,0.03604528592104944
video (1).avi,right_shoulder,A,76,0.9900063276290894,0.03538289754242454
video (1).avi,left_hip,A,76,0.9861307144165039,0.03718760767768349
video (1).avi,right_hip,A,76,0.9724515676498413,0.028610772440723648
video (1).avi,nose,A,77,0.9633165001869202,0.023189565868178944
video (1).avi,left_shoulder,A,77,0.993994414806366,0.0029310858524509145
video (1).avi,right_shoulder,A,77,0.9905171990394592,0.04963584476669869
video (1).avi,left_hip,A,77,0.9875026345252991,0.0030930592389094066
video (1).avi,right_hip,A,77,0.9751830101013184,0.0444482662126441
video (1).avi,nose,A,78,0.966973602771759,0.014471917439024425
video (1).avi,left_shoulder,A,78,0.9945538640022278,0.02275605935793829
video (1).avi,right_shoulder,A,78,0.9910809397697449,0.014480023691636815
video (1).avi,left_hip,A,78,0.9887411594390869,0.02204890012094212
video (1).avi,right_hip,A,78,0.9776463508605957,0.008245719651128783
video (1).avi,nose,A,79,0.970268189907074,0.012688594229620568
video (1).avi,left_shoulder,A,79,0.9950817823410034,0.0018934111315771656
video (1).avi,right_shoulder,A,79,0.9916999936103821,0.012014463453591584
video (1).avi,left_hip,A,79,0.9898535013198853,0.007648967479321418
video (1).avi,right_hip,A,79,0.9798338413238525,0.026592043917537403
video (1).avi,nose,A,80,0.9732328057289124,0.004191888732406602
video (1).avi,left_shoulder,A,80,0.9955544471740723,0.004206230566555514
video (1).avi,right_shoulder,A,80,0.9922275543212891,0.015816484052780584
video (1).avi,left_hip,A,80,0.9908472299575806,0.00815234973886812
video (1).avi,right_hip,A,80,0.9817970991134644,0.028155758441630444
video (1).avi,nose,A,81,0.9758967757225037,0.0025976225891467496
video (1).avi,left_shoulder,A,81,0.9959796667098999,0.004259484028705988
video (1).avi,right_shoulder,A,81,0.9924336075782776,0.014228565164240984
video (1).avi,left_hip,A,81,0.9917489886283875,0.013997067228539823
video (1).avi,right_hip,A,81,0.9835399389266968,0.011483539494866263
video (1).avi,nose,A,82,0.9782909154891968,0.011567341010679641
video (1).avi,left_shoulder,A,82,0.9963622689247131,0.025170850142071346
video (1).avi,right_shoulder,A,82,0.9927113652229309,0.01033671469897289
video (1).avi,left_hip,A,82,0.9925525188446045,0.02010455317367095
video (1).avi,right_hip,A,82,0.9851095080375671,0.03189888130097007
video (1).avi,nose,A,83,0.9804404377937317,0.01252396630061297
video (1).avi,left_shoulder,A,83,0.9966956973075867,0.015739275260591053
video (1).avi,right_shoulder,A,83,0.9929545521736145,0.01293462069732287
video (1).avi,left_hip,A,83,0.9932516813278198,0.014721229008616252
video (1).avi,right_hip,A,83,0.9864815473556519,0.015989487109632255
video (1).avi,nose,A,84,0.9823815822601318,0.01101067862350257
video (1).avi,left_shoulder,A,84,0.9969944357872009,0.01720982098570169
video (1).avi,right_shoulder,A,84,0.9932214617729187,0.015463789260545839
video (1).avi,left_hip,A,84,0.9938792586326599,0.010115252902196116
video (1).avi,right_hip,A,84,0.9877195358276367,0.014243127384441534
video (1).avi,nose,A,85,0.9841302633285522,0.009517826300677728
video (1).avi,left_shoulder,A,85,0.9972596764564514,0.009226853037227211
video (1).avi,right_shoulder,A,85,0.9934731125831604,0.011639508043452484
video (1).avi,left_hip,A,85,0.9944407343864441,0.005093354853503043
video (1).avi,right_hip,A,85,0.9888349175453186,0.014589606448563832
video (1).avi,nose,A,86,0.9857067465782166,0.007100988665599565
video (1).avi,left_shoulder,A,86,0.9975049495697021,0.010155082196819803
video (1).avi,right_shoulder,A,86,0.9937907457351685,0.006086795427858381
video (1).avi,left_hip,A,86,0.9949588775634766,0.00909763105721379
video (1).avi,right_hip,A,86,0.9898602366447449,0.007420111061505735
video (1).avi,nose,A,87,0.9871338605880737,0.007500036062572227
video (1).avi,left_shoulder,A,87,0.997729480266571,0.026538298591751285
video (1).avi,right_shoulder,A,87,0.994220495223999,0.021692162173803122
video (1).avi,left_hip,A,87,0.9954206347465515,0.0035557774288587497
video (1).avi,right_hip,A,87,0.990790843963623,0.003956754076644372
video (1).avi,nose,A,88,0.9884158372879028,0.006763427457600975
video (1).avi,left_shoulder,A,88,0.9979400038719177,0.008312995232737598
video (1).avi,right_shoulder,A,88,0.994583010673523,0.006344645585857385
video (1).avi,left_hip,A,88,0.9958332180976868,0.0002887372438587851
video (1).avi,right_hip,A,88,0.9915900826454163,0.0025128147394407573
video (1).avi,nose,A,89,0.9895688891410828,0.001140707409743794
video (1).avi,left_shoulder,A,89,0.9981213808059692,0.006449811743917611
video (1).avi,right_shoulder,A,89,0.9948928952217102,0.006520066914869419
video (1).avi,left_hip,A,89,0.9961947202682495,0.00411926264067755
video (1).avi,right_hip,A,89,0.992321789264679,0.003452618970579913
video (1).avi,nose,A,90,0.9906054735183716,0.0016508640278625824
video (1).avi,left_shoulder,A,90,0.998282253742218,0.006889936867136361
video (1).avi,right_shoulder,A,90,0.9951377511024475,0.011938354901491538
video (1).avi,left_hip,A,90,0.9965207576751709,0.0024830295766020056
video (1).avi,right_hip,A,90,0.9929760694503784,0.0053574245156589005
video (1).avi,nose,A,91,0.9915403127670288,0.002139194996183084
video (1).avi,left_shoulder,A,91,0.9984342455863953,0.001358938229724944
video (1).avi,right_shoulder,A,91,0.9953837394714355,0.008891520185540194
video (1).avi,left_hip,A,91,0.9968104362487793,0.0032190227939317513
video (1).avi,right_hip,A,91,0.9935434460639954,0.006521211143088427
video (1).avi,nose,A,92,0.9923819303512573,0.0020144465298339936
video (1).avi,left_shoulder,A,92,0.9985697865486145,0.003221173667646246
video (1).avi,right_shoulder,A,92,0.9956722259521484,0.007345227671290154
video (1).avi,left_hip,A,92,0.9970827102661133,0.0019330406633098934
video (1).avi,right_hip,A,92,0.9940994381904602,0.0016686709356639655
video (1).avi,nose,A,93,0.9931365847587585,0.0007466332585642833
video (1).avi,left_shoulder,A,93,0.9986889362335205,0.001990616182410509
video (1).avi,right_shoulder,A,93,0.9958631992340088,0.004536063001570614
video (1).avi,left_hip,A,93,0.9973113536834717,0.0010315969726829562
video (1).avi,right_hip,A,93,0.9945568442344666,0.0007177010133999336
video (1).avi,nose,A,94,0.9938149452209473,0.0009085360238486936
video (1).avi,left_shoulder,A,94,0.9987961649894714,0.0013321041584126898
video (1).avi,right_shoulder,A,94,0.9960240125656128,0.004614230505327766
video (1).avi,left_hip,A,94,0.9975147843360901,0.0030847255621245517
video (1).avi,right_hip,A,94,0.9949600696563721,0.0001326104425641508
video (1).avi,nose,A,95,0.9944269061088562,0.0018314955664279777
video (1).avi,left_shoulder,A,95,0.9988946318626404,0.0007330553590836769
video (1).avi,right_shoulder,A,95,0.9961811304092407,0.0035978015563100933
video (1).avi,left_hip,A,95,0.9977132081985474,0.0011766271230272776
video (1).avi,right_hip,A,95,0.9953477382659912,8.48942000306975e-05
video (1).avi,nose,A,96,0.994979739189148,0.0005601510714812758
video (1).avi,left_shoulder,A,96,0.9989873170852661,0.004281570062464522
video (1).avi,right_shoulder,A,96,0.9963093400001526,0.003462626537458723
video (1).avi,left_hip,A,96,0.9978979229927063,0.0037466594867504154
video (1).avi,right_hip,A,96,0.9956763982772827,0.00822721938956619
video (1).avi,nose,A,97,0.9954794645309448,0.004332839888121226
video (1).avi,left_shoulder,A,97,0.9990699887275696,0.0039024523573995087
video (1).avi,right_shoulder,A,97,0.9964780807495117,0.020804807486553948
video (1).avi,left_hip,A,97,0.9980659484863281,0.0059891545888386116
video (1).avi,right_hip,A,97,0.9960190653800964,0.009359375031154077
video (1).avi,nose,A,98,0.995928943157196,0.00586054324800447
video (1).avi,left_shoulder,A,98,0.9991485476493835,0.01006408928262588
video (1).avi,right_shoulder,A,98,0.9966199994087219,0.002292449085399736
video (1).avi,left_hip,A,98,0.9982243776321411,0.00591881127026192
video (1).avi,right_hip,A,98,0.9963194131851196,0.00020120380402326006
video (1).avi,nose,A,99,0.9963337182998657,0.003462536120622557
video (1).avi,left_shoulder,A,99,0.9992172718048096,0.00281242023543582
video (1).avi,right_shoulder,A,99,0.996807873249054,0.020220714866480572
video (1).avi,left_hip,A,99,0.9983539581298828,0.007580804337559704
video (1).avi,right_hip,A,99,0.9965917468070984,0.00785640051800744
video (1).avi,nose,A,100,0.9966959953308105,0.0011352654668115426
video (1).avi,left_shoulder,A,100,0.9992775917053223,0.0028108149586667736
video (1).avi,right_shoulder,A,100,0.9969422817230225,0.003485729457249214
video (1).avi,left_hip,A,100,0.9984592199325562,0.001076428438381761
video (1).avi,right_hip,A,100,0.9968007206916809,0.001610477435022057
